fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,id
6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,735
7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,736
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,737
5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,738
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,739
7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,740
6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,741
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,742
6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,743
7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,744
5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,745
5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,746
5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,747
7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,748
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,749
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,750
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,751
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,752
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,753
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,754
6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,755
5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,756
5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,757
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,758
8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,759
7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,760
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,761
6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,762
7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,763
5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,764
6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,765
6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,766
8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,767
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,768
6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,769
7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,770
6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,771
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,772
5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,773
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,774
7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,775
6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,776
6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,777
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,778
7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,779
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,780
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,781
5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,782
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,783
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,784
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,785
6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,786
6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,787
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,788
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,789
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,790
6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,791
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,792
6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,793
6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,794
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,795
6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,796
6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,797
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,798
8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,799
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,800
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,801
7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,802
5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,803
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,804
6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,805
8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,806
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,807
5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,808
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,809
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,810
6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,811
6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,812
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,813
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,814
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,815
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.3333333333333,816
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,817
6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,818
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,819
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,820
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,821
7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,822
7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,823
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,824
6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,825
7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,826
6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,827
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,828
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,829
6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,830
5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,831
6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,832
8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,833
5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8,834
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,835
8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,836
7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,837
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,838
6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,839
6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,840
6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,841
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,842
7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,843
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,844
5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,845
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,846
7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,847
6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,848
6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,849
6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,850
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,851
8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,852
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,853
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,854
8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,855
6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,856
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,857
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,858
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,859
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,860
7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,861
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,862
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,863
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,864
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,865
7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,866
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,867
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,868
7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,869
5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,870
6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,871
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,872
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,873
6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,874
6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,875
6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,876
7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,877
5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,878
7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,879
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,880
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,881
8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,882
6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,883
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,884
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,885
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,886
7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,887
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,888
7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,889
7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,890
7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,891
9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,892
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,893
5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,894
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,895
6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,896
6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,897
6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,898
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,899
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,900
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,901
7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,902
6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,903
7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,904
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,905
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,906
7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,907
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,908
6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,909
6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,910
6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,911
6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,912
7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,913
7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,914
7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,915
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,916
6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,917
6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4,918
6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,919
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,920
7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,921
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,922
8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,923
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,924
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,925
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,926
7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,927
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,928
9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,929
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,930
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,931
5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,932
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,933
7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,934
6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,935
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,936
6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,937
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,938
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,939
6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,940
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,941
7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,942
7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,943
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,944
6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,945
6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,946
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,947
8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,948
6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,949
6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,950
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,951
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,952
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,953
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,954
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,955
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,956
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,957
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,958
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,959
6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,960
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,961
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,962
6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,963
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,964
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,965
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,966
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,967
6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,968
7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.4333333333333,969
8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5,970
9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,971
6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,972
6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,973
8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,974
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,975
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,976
7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,977
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,978
5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,979
6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,980
